feature,importance
age,0.04203236313297592
labs7d_creatinine_max,0.041214209586156826
cmb_infection,0.03643077996171891
labs7d_creatinine_mean,0.035695564173267996
labs7d_bun_max,0.031035771278263086
labs7d_creatinine_std,0.02162719886268004
labs7d_bun_mean,0.021486576060548778
labs7d_creatinine_last,0.01979613210158236
labs7d_bun_last,0.012622993652263555
labs7d_bun_std,0.012491800492256224
hx30d_mech_vent_any,0.012225570788064863
labs7d_creatinine_min,0.012120577663751034
cmb_liver,0.011561639813948256
cmb_hf,0.010394691938442564
cmb_htn,0.009192415211543679
labs7d_bun_min,0.009068331177017091
labs7d_creatinine_count,0.009035043986858605
labs7d_sodium_count,0.008562586330228085
labs7d_sodium_min,0.008235874277106816
labs7d_bicarbonate_count,0.007877099817933476
labs7d_potassium_count,0.0078093279649308345
labs7d_sodium_std,0.007019957298221105
labs7d_bun_count,0.00701267210914833
labs7d_potassium_std,0.006738753997826835
labs7d_potassium_max,0.006388236806350528
labs7d_sodium_mean,0.0054766230635461795
emb_295,0.005453076736687327
cmb_dm,0.00537123020636086
cmb_cad,0.005146720843055809
labs7d_wbc_count,0.005046816235051654
emb_149,0.004989392490512655
ins_MEDICARE,0.004829288303124236
labs7d_plt_count,0.004536883863156897
labs7d_bicarbonate_std,0.00443760404218366
labs7d_hgb_max,0.004432818821258836
labs7d_bicarbonate_min,0.0043221284430000366
labs7d_hgb_last,0.004295864535116931
labs7d_hgb_mean,0.00423128217396878
emb_131,0.004226161885856532
emb_70,0.004182838742071804
labs7d_plt_min,0.004170235466127477
emb_100,0.004084232262589535
labs7d_lactate_mean,0.00404925847381979
labs7d_hgb_min,0.004024413091213482
emb_242,0.003992720742363873
labs7d_hgb_count,0.00398655204300497
emb_136,0.003913102369790849
emb_322,0.003904980606995
labs7d_potassium_mean,0.0038794350101992686
labs7d_plt_last,0.003815657486712621
labs7d_lactate_max,0.0037648762924161793
labs7d_plt_mean,0.003738457798517591
labs7d_bicarbonate_mean,0.0037361656703610606
labs7d_wbc_max,0.003735969674305486
labs7d_wbc_last,0.003724650911283518
labs7d_wbc_mean,0.0035449775447027776
labs7d_hgb_std,0.0035315705753967462
labs7d_wbc_min,0.003528049177232304
labs7d_plt_max,0.0035242479242332835
cmb_cancer,0.0034758106809065752
emb_42,0.0033482589414763476
emb_201,0.003294019076008459
emb_336,0.003286058662747482
emb_182,0.0031651890347076436
labs7d_wbc_std,0.0031474111836218427
emb_197,0.0031138607452307738
labs7d_lactate_last,0.0031063336120442974
labs7d_lactate_min,0.0030744020351958197
emb_59,0.003073674918195528
emb_189,0.003043269970583195
labs7d_bicarbonate_last,0.0030050797828435026
labs7d_sodium_max,0.0030005450263424016
labs7d_plt_std,0.0029714568953561602
labs7d_sodium_last,0.0029669752478529198
labs7d_potassium_min,0.0029661725783017533
labs7d_potassium_last,0.0028218335314276395
ins_PRIVATE,0.0028124480371555637
dem_sex_F,0.0027049317240543914
dem_sex_M,0.002701687967397983
dem_mar_SINGLE,0.002697029527457339
emb_373,0.0026735190092037893
emb_186,0.0026233983423225742
dem_race_WHITE,0.002619546100202807
labs7d_bicarbonate_max,0.002616497562441753
emb_327,0.002603954711451308
cmb_copd,0.002550122072072057
cmb_obesity,0.0025427507687782224
emb_47,0.0023974925494411638
dem_mar_MARRIED,0.00232170826468739
emb_14,0.0022486141955750487
emb_368,0.0022160907319274726
emb_130,0.0021923655919769826
cmb_cerebrovasc,0.002190284728482576
dem_mar_UNK,0.002175950194711672
dem_race_BLACK,0.0021362762455588765
labs7d_ph_min,0.0021220194077436177
emb_65,0.002114742180045978
labs7d_albumin_min,0.002105130945790511
labs7d_ph_max,0.0021041925114243416
dem_race_OTHER,0.0020911094266222803
emb_86,0.002078051753730652
labs7d_albumin_last,0.002049262178888524
emb_371,0.002001725260826582
labs7d_ph_mean,0.0019750326595123885
emb_271,0.001897312007024033
ins_ASSISTANT,0.0018731560734571865
labs7d_lactate_count,0.0018540401114242057
labs7d_ph_last,0.0018307300669430243
labs7d_albumin_max,0.0017524005333703554
labs7d_albumin_mean,0.0017375332198502403
emb_239,0.001722846359014338
emb_133,0.001702102799418142
emb_216,0.0016899563217308673
emb_302,0.0016227415172712781
emb_259,0.0016204995799889608
emb_296,0.0015916929715791641
emb_236,0.0015420764860767228
emb_81,0.0015047317619947857
emb_228,0.0014777594867383228
dem_mar_WIDOWED,0.0014477752509212398
emb_280,0.0014439012867122137
emb_26,0.0013931647344428448
emb_67,0.001392339776983103
emb_248,0.001357078889556342
emb_144,0.0013316833933378126
emb_352,0.0013194456126765228
emb_190,0.0012919874470144733
emb_378,0.0012889252712468108
emb_49,0.001284639705566213
dem_mar_DIVORCED,0.0012786098466100793
emb_19,0.001274202087046545
emb_156,0.001273900206583782
emb_199,0.0012595566376010523
emb_162,0.001249192593825619
emb_176,0.001239384242222544
emb_16,0.0012303692694357257
emb_208,0.0012300267257800207
emb_268,0.0012210388049597961
emb_288,0.00121861092022388
emb_369,0.001197661660981042
emb_184,0.0011919540475579542
ins_UNKNOWN,0.0011874078755198933
emb_132,0.0011811505562939366
emb_279,0.0011792489480308345
emb_121,0.0011768836860112338
emb_119,0.0011746019675026558
emb_307,0.001152849496633032
emb_317,0.0011502697980581048
emb_20,0.0011321396081882204
emb_113,0.001132136920143381
dem_race_HISPANIC,0.0011245468556020234
emb_331,0.0011168712881302052
emb_270,0.0011001662415168613
emb_284,0.0010973256391506757
emb_262,0.0010934754702084883
